seed,num_nodes,signal_quality,topology,beta_gat,beta_gat_se,beta_gat_ci_lower,beta_gat_ci_upper,beta_hst_max,beta_gap,exceeds_hst_bound,convergence_warning,fit_method,fit_success,fit_rmse,fit_r2,train_loss_final,unanimous_reach_consensus_rate,unanimous_correct_consensus_rate,unanimous_wrong_only_consensus_rate,unanimous_mean_first_consensus_t,majority_reach_consensus_rate,majority_correct_consensus_rate,majority_wrong_only_consensus_rate,majority_mean_first_consensus_t,condition_key,metrics_path
0,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0105804,1,1,0,2,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_0/metrics.json
0,1000,0.8,ws_p_0.0,1.34206,0.00784802,1.32667,1.35744,2.77259,-1.43053,false,false,scipy_anchored_t2,true,0.000150019,0.999983,0.0213991,1,1,0,5.86,1,1,0,1,n_1000/ws_p_0.0_seed_0,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_0/metrics.json
0,1000,0.8,ws_p_0.1,1.26036,0.00202594,1.25639,1.26433,2.77259,-1.51223,false,false,scipy_anchored_t2,true,4.65282e-05,0.999998,0.0188428,1,1,0,6.247,1,1,0,1,n_1000/ws_p_0.1_seed_0,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_0/metrics.json
1,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0115427,1,1,0,2,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_1/metrics.json
1,1000,0.8,ws_p_0.0,1.31038,0.00923498,1.29228,1.32848,2.77259,-1.46221,false,false,scipy_anchored_t2,true,0.000194674,0.999967,0.0250769,1,1,0,6.021,1,1,0,1,n_1000/ws_p_0.0_seed_1,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_1/metrics.json
1,1000,0.8,ws_p_0.1,1.22656,0.00458452,1.21757,1.23554,2.77259,-1.54603,false,false,scipy_anchored_t2,true,0.000113013,0.999986,0.020103,1,1,0,6.349,1,1,0,1,n_1000/ws_p_0.1_seed_1,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_1/metrics.json
2,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0128074,1,1,0,2,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_2/metrics.json
2,1000,0.8,ws_p_0.0,1.32315,0.00948604,1.30456,1.34174,2.77259,-1.44944,false,false,scipy_anchored_t2,true,0.000196925,0.999966,0.0185005,1,1,0,6.017,1,1,0,1,n_1000/ws_p_0.0_seed_2,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_2/metrics.json
2,1000,0.8,ws_p_0.1,1.17759,0.00310525,1.1715,1.18368,2.77259,-1.595,false,false,scipy_anchored_t2,true,8.84151e-05,0.999989,0.0194632,1,1,0,6.532,1,1,0,1,n_1000/ws_p_0.1_seed_2,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_2/metrics.json
3,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.010185,1,1,0,2,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_3/metrics.json
