seed,num_nodes,signal_quality,topology,beta_gat,beta_gat_se,beta_gat_ci_lower,beta_gat_ci_upper,beta_hst_max,beta_gap,exceeds_hst_bound,convergence_warning,fit_method,fit_success,fit_rmse,fit_r2,train_loss_final,unanimous_reach_consensus_rate,unanimous_correct_consensus_rate,unanimous_wrong_only_consensus_rate,unanimous_mean_first_consensus_t,majority_reach_consensus_rate,majority_correct_consensus_rate,majority_wrong_only_consensus_rate,majority_mean_first_consensus_t,condition_key,metrics_path
0,10,0.65,complete,0.509569,0.00137646,0.506871,0.512267,1.23808,-0.728509,false,false,scipy_anchored_t2,true,0.000397978,0.999924,0.0813504,1,0.99,0.01,4.783,1,0.992,0.008,1.187,n_10/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_0/metrics.json
0,10,0.65,ws_p_0.0,0.245749,0.00358937,0.238714,0.252784,1.23808,-0.992329,false,false,scipy_anchored_t2,true,0.00256318,0.998366,0.0761194,1,1,0,7.259,1,1,0,1.196,n_10/ws_p_0.0_seed_0,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_0/metrics.json
0,10,0.65,ws_p_0.1,0.215329,0.00299886,0.209451,0.221207,1.23808,-1.02275,false,false,scipy_anchored_t2,true,0.00266093,0.997979,0.243394,1,1,0,7.728,1,1,0,1.197,n_10/ws_p_0.1_seed_0,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_0/metrics.json
1,10,0.65,complete,0.359101,0.00790067,0.343616,0.374586,1.23808,-0.878978,false,false,scipy_anchored_t2,true,0.00316719,0.994784,0.0648668,1,0.984,0.016,5.311,1,0.985,0.015,1.21,n_10/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_1/metrics.json
1,10,0.65,ws_p_0.0,0.25158,0.00284171,0.24601,0.25715,1.23808,-0.986498,false,false,scipy_anchored_t2,true,0.00211848,0.99862,0.0407119,0.999,0.999,0,7.29329,1,1,0,1.224,n_10/ws_p_0.0_seed_1,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_1/metrics.json
1,10,0.65,ws_p_0.1,0.236994,0.00106749,0.234902,0.239086,1.23808,-1.00108,false,false,scipy_anchored_t2,true,0.00084287,0.999829,0.0346676,1,1,0,7.475,1,1,0,1.223,n_10/ws_p_0.1_seed_1,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_1/metrics.json
2,10,0.65,complete,0.434423,0.00624807,0.422177,0.446669,1.23808,-0.803656,false,false,scipy_anchored_t2,true,0.00205461,0.997795,0.110169,1,0.988,0.012,4.813,1,0.993,0.007,1.184,n_10/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_2/metrics.json
2,10,0.65,ws_p_0.0,0.212504,0.00316511,0.2063,0.218707,1.23808,-1.02557,false,false,scipy_anchored_t2,true,0.00278161,0.99787,0.152478,1,1,0,7.798,1,1,0,1.191,n_10/ws_p_0.0_seed_2,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_2/metrics.json
2,10,0.65,ws_p_0.1,0.207646,0.00214286,0.203446,0.211846,1.23808,-1.03043,false,false,scipy_anchored_t2,true,0.00196595,0.998923,0.13551,1,1,0,8.069,1,1,0,1.189,n_10/ws_p_0.1_seed_2,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_2/metrics.json
3,10,0.65,complete,0.298024,0.00983408,0.278749,0.317298,1.23808,-0.940055,false,false,scipy_anchored_t2,true,0.00458508,0.988293,0.568806,1,0.996,0.004,4.676,1,0.997,0.003,1.187,n_10/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_10/q_0p65/seed_3/metrics.json
