seed,num_nodes,signal_quality,topology,beta_gat,beta_gat_se,beta_gat_ci_lower,beta_gat_ci_upper,beta_hst_max,beta_gap,exceeds_hst_bound,convergence_warning,fit_method,fit_success,fit_rmse,fit_r2,train_loss_final,unanimous_reach_consensus_rate,unanimous_correct_consensus_rate,unanimous_wrong_only_consensus_rate,unanimous_mean_first_consensus_t,majority_reach_consensus_rate,majority_correct_consensus_rate,majority_wrong_only_consensus_rate,majority_mean_first_consensus_t,condition_key,metrics_path
2,100,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.00969815,1,1,0,2,1,1,0,1,n_100/complete,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_2/metrics.json
2,100,0.8,ws_p_0.0,1.22404,0.0109928,1.20249,1.24558,2.77259,-1.54855,false,false,scipy_anchored_t2,true,0.000231507,0.999956,0.0157798,1,1,0,4.43,1,1,0,1,n_100/ws_p_0.0_seed_2,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_2/metrics.json
2,100,0.8,ws_p_0.1,1.28116,0.0126951,1.25628,1.30604,2.77259,-1.49143,false,false,scipy_anchored_t2,true,0.000249509,0.999948,0.0241973,1,1,0,4.469,1,1,0,1,n_100/ws_p_0.1_seed_2,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_2/metrics.json
3,100,0.8,complete,2.61336,0.148692,2.32193,2.90479,2.77259,-0.15923,false,false,scipy_anchored_t2,true,1.67543e-06,0.994515,0.0101584,1,1,0,2.003,1,1,0,1,n_100/complete,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_3/metrics.json
3,100,0.8,ws_p_0.0,1.31003,0.0118789,1.28674,1.33331,2.77259,-1.46256,false,false,scipy_anchored_t2,true,0.000227228,0.999957,0.0149445,1,1,0,4.298,1,1,0,1,n_100/ws_p_0.0_seed_3,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_3/metrics.json
3,100,0.8,ws_p_0.1,1.20714,0.00408107,1.19915,1.21514,2.77259,-1.56544,false,false,scipy_anchored_t2,true,9.85572e-05,0.99999,0.0142597,1,1,0,4.494,1,1,0,1,n_100/ws_p_0.1_seed_3,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_3/metrics.json
4,100,0.8,complete,2.57437,0.148665,2.28299,2.86574,2.77259,-0.198224,false,false,scipy_anchored_t2,true,1.08879e-06,0.99407,0.0087393,1,1,0,2.002,1,1,0,1,n_100/complete,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_4/metrics.json
4,100,0.8,ws_p_0.0,1.27763,0.0039743,1.26984,1.28542,2.77259,-1.49496,false,false,scipy_anchored_t2,true,9.1912e-05,0.999993,0.00896454,1,1,0,4.521,1,1,0,1,n_100/ws_p_0.0_seed_4,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_4/metrics.json
4,100,0.8,ws_p_0.1,1.2387,0.00794663,1.22313,1.25428,2.77259,-1.53389,false,false,scipy_anchored_t2,true,0.000213505,0.999951,0.00936744,1,1,0,4.593,1,1,0,1,n_100/ws_p_0.1_seed_4,artifacts/training_metrics_vector/grid_runs/n_100/q_0p8/seed_4/metrics.json
0,1000,0.55,complete,0.0684346,0.00489882,0.058833,0.0780361,0.401341,-0.332907,false,false,scipy_anchored_t2,true,0.0184633,0.972792,0.694181,0.509,0.509,0,23.554,1,1,0,1.001,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_0/metrics.json
0,1000,0.55,ws_p_0.0,0.0747833,0.000170292,0.0744495,0.075117,0.401341,-0.326558,false,false,scipy_anchored_t2,true,0.00101027,0.999892,0.132295,0.968,0.968,0,65.2469,1,1,0,1.001,n_1000/ws_p_0.0_seed_0,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_0/metrics.json
0,1000,0.55,ws_p_0.1,0.0821039,0.000143974,0.0818218,0.0823861,0.401341,-0.319237,false,false,scipy_anchored_t2,true,0.000769344,0.999934,0.159602,0.743,0.743,0,62.8546,1,1,0,1.001,n_1000/ws_p_0.1_seed_0,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_0/metrics.json
1,1000,0.55,complete,0.134616,0.00796248,0.11901,0.150223,0.401341,-0.266725,false,false,scipy_anchored_t2,true,0.0148491,0.981601,0.672982,1,1,0,14.065,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_1/metrics.json
1,1000,0.55,ws_p_0.0,0.0798698,0.000108532,0.0796571,0.0800825,0.401341,-0.321472,false,false,scipy_anchored_t2,true,0.000604604,0.999961,0.195275,0.953,0.953,0,61.5268,1,1,0,1,n_1000/ws_p_0.0_seed_1,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_1/metrics.json
1,1000,0.55,ws_p_0.1,0.0810873,7.67318e-05,0.0809369,0.0812376,0.401341,-0.320254,false,false,scipy_anchored_t2,true,0.000415957,0.999981,0.164807,0.885,0.885,0,67.0034,1,1,0,1,n_1000/ws_p_0.1_seed_1,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_1/metrics.json
2,1000,0.55,complete,0.172548,0.0711221,0.0331517,0.311945,0.401341,-0.228793,false,false,scipy_anchored_t2,true,0.0593863,0.878029,0.702491,1,1,0,14.409,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_2/metrics.json
2,1000,0.55,ws_p_0.0,0.0633253,0.000273922,0.0627884,0.0638622,0.401341,-0.338016,false,false,scipy_anchored_t2,true,0.00193268,0.999638,0.591635,0.897,0.897,0,73.1839,1,1,0,1,n_1000/ws_p_0.0_seed_2,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_2/metrics.json
2,1000,0.55,ws_p_0.1,0.0830009,9.66824e-05,0.0828114,0.0831904,0.401341,-0.31834,false,false,scipy_anchored_t2,true,0.00050988,0.999971,0.239361,0.879,0.879,0,67.8919,1,1,0,1,n_1000/ws_p_0.1_seed_2,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_2/metrics.json
3,1000,0.55,complete,0.262863,0.0516984,0.161536,0.364191,0.401341,-0.138478,false,false,scipy_anchored_t2,true,0.0399495,0.938296,0.685558,1,1,0,12.644,1,1,0,1.001,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_3/metrics.json
3,1000,0.55,ws_p_0.0,0.0829616,0.000197109,0.0825753,0.0833479,0.401341,-0.31838,false,false,scipy_anchored_t2,true,0.00104385,0.999879,0.123845,0.994,0.994,0,59.8169,1,1,0,1.001,n_1000/ws_p_0.0_seed_3,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_3/metrics.json
3,1000,0.55,ws_p_0.1,0.0811388,8.9226e-05,0.0809639,0.0813137,0.401341,-0.320203,false,false,scipy_anchored_t2,true,0.000483919,0.999974,0.122624,0.908,0.908,0,66.6388,1,1,0,1.001,n_1000/ws_p_0.1_seed_3,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_3/metrics.json
4,1000,0.55,complete,3.21116,0.00602151,3.19936,3.22297,0.401341,2.80982,true,false,scipy_anchored_t2,true,5.16325e-05,0.999997,0.707035,1,1,0,3.037,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_4/metrics.json
4,1000,0.55,ws_p_0.0,0.0749065,0.000287518,0.074343,0.0754701,0.401341,-0.326435,false,false,scipy_anchored_t2,true,0.00171848,0.999694,2.19478,0.957,0.957,0,63.9133,1,1,0,1,n_1000/ws_p_0.0_seed_4,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_4/metrics.json
4,1000,0.55,ws_p_0.1,0.0850311,0.000353854,0.0843376,0.0857247,0.401341,-0.31631,false,false,scipy_anchored_t2,true,0.00178138,0.999625,3.21834,0.808,0.808,0,70.2017,1,1,0,1,n_1000/ws_p_0.1_seed_4,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p55/seed_4/metrics.json
0,1000,0.65,complete,0.1,0.0458052,0.0102234,0.189777,1.23808,-1.13808,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0138369,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_0/metrics.json
0,1000,0.65,ws_p_0.0,0.453673,0.0045753,0.444706,0.462641,1.23808,-0.784405,false,false,scipy_anchored_t2,true,0.00151106,0.999481,0.0549491,1,1,0,12.793,1,1,0,1,n_1000/ws_p_0.0_seed_0,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_0/metrics.json
0,1000,0.65,ws_p_0.1,0.436882,0.00364969,0.429728,0.444035,1.23808,-0.801197,false,false,scipy_anchored_t2,true,0.00136015,0.999341,0.0554044,1,1,0,13.958,1,1,0,1,n_1000/ws_p_0.1_seed_0,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_0/metrics.json
1,1000,0.65,complete,2.66115,0.148725,2.36966,2.95265,1.23808,1.42307,true,false,scipy_anchored_t2,true,2.7153e-06,0.995015,0.197617,1,1,0,2.002,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_1/metrics.json
1,1000,0.65,ws_p_0.0,0.434588,0.00620768,0.422421,0.446754,1.23808,-0.803491,false,false,scipy_anchored_t2,true,0.00205173,0.999165,0.0946963,1,1,0,12.983,1,1,0,1,n_1000/ws_p_0.0_seed_1,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_1/metrics.json
1,1000,0.65,ws_p_0.1,0.408546,0.0016702,0.405273,0.41182,1.23808,-0.829532,false,false,scipy_anchored_t2,true,0.000671313,0.999837,0.078659,1,1,0,15.429,1,1,0,1,n_1000/ws_p_0.1_seed_1,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_1/metrics.json
2,1000,0.65,complete,2.66254,0.148726,2.37104,2.95404,1.23808,1.42446,true,false,scipy_anchored_t2,true,2.75141e-06,0.995029,0.0150366,1,1,0,2.002,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_2/metrics.json
2,1000,0.65,ws_p_0.0,0.437169,0.00560451,0.426185,0.448154,1.23808,-0.800909,false,false,scipy_anchored_t2,true,0.00189731,0.999203,0.0591319,1,1,0,13.15,1,1,0,1,n_1000/ws_p_0.0_seed_2,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_2/metrics.json
2,1000,0.65,ws_p_0.1,0.402618,0.00244253,0.397831,0.407406,1.23808,-0.83546,false,false,scipy_anchored_t2,true,0.000975523,0.999712,0.0668462,1,1,0,15.339,1,1,0,1,n_1000/ws_p_0.1_seed_2,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_2/metrics.json
3,1000,0.65,complete,0.1,0.0458052,0.0102234,0.189777,1.23808,-1.13808,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0133403,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_3/metrics.json
3,1000,0.65,ws_p_0.0,0.434751,0.00511099,0.424734,0.444769,1.23808,-0.803327,false,false,scipy_anchored_t2,true,0.00172118,0.99933,0.0411005,1,1,0,12.902,1,1,0,1,n_1000/ws_p_0.0_seed_3,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_3/metrics.json
3,1000,0.65,ws_p_0.1,0.426317,0.00431149,0.417867,0.434768,1.23808,-0.811761,false,false,scipy_anchored_t2,true,0.00152832,0.999401,0.0448766,1,1,0,14.733,1,1,0,1,n_1000/ws_p_0.1_seed_3,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_3/metrics.json
4,1000,0.65,complete,0.1,0.0458052,0.0102234,0.189777,1.23808,-1.13808,false,false,scipy_anchored_t2,true,3.35591e-07,,0.014319,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_4/metrics.json
4,1000,0.65,ws_p_0.0,0.431051,0.00397619,0.423258,0.438844,1.23808,-0.807028,false,false,scipy_anchored_t2,true,0.00147053,0.999379,2.88099,1,1,0,13.3,1,1,0,1,n_1000/ws_p_0.0_seed_4,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_4/metrics.json
4,1000,0.65,ws_p_0.1,0.435602,0.00320975,0.429311,0.441893,1.23808,-0.802476,false,false,scipy_anchored_t2,true,0.00112297,0.999709,0.686299,1,1,0,14.08,1,1,0,1,n_1000/ws_p_0.1_seed_4,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p65/seed_4/metrics.json
0,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0105804,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_0/metrics.json
0,1000,0.8,ws_p_0.0,1.34206,0.00784802,1.32667,1.35744,2.77259,-1.43053,false,false,scipy_anchored_t2,true,0.000150019,0.999983,0.0213991,1,1,0,5.86,1,1,0,1,n_1000/ws_p_0.0_seed_0,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_0/metrics.json
0,1000,0.8,ws_p_0.1,1.26036,0.00202594,1.25639,1.26433,2.77259,-1.51223,false,false,scipy_anchored_t2,true,4.65282e-05,0.999998,0.0188428,1,1,0,6.247,1,1,0,1,n_1000/ws_p_0.1_seed_0,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_0/metrics.json
1,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0115427,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_1/metrics.json
1,1000,0.8,ws_p_0.0,1.31038,0.00923498,1.29228,1.32848,2.77259,-1.46221,false,false,scipy_anchored_t2,true,0.000194674,0.999967,0.0250769,1,1,0,6.021,1,1,0,1,n_1000/ws_p_0.0_seed_1,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_1/metrics.json
1,1000,0.8,ws_p_0.1,1.22656,0.00458452,1.21757,1.23554,2.77259,-1.54603,false,false,scipy_anchored_t2,true,0.000113013,0.999986,0.020103,1,1,0,6.349,1,1,0,1,n_1000/ws_p_0.1_seed_1,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_1/metrics.json
2,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0128074,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_2/metrics.json
2,1000,0.8,ws_p_0.0,1.32315,0.00948604,1.30456,1.34174,2.77259,-1.44944,false,false,scipy_anchored_t2,true,0.000196925,0.999966,0.0185005,1,1,0,6.017,1,1,0,1,n_1000/ws_p_0.0_seed_2,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_2/metrics.json
2,1000,0.8,ws_p_0.1,1.17759,0.00310525,1.1715,1.18368,2.77259,-1.595,false,false,scipy_anchored_t2,true,8.84151e-05,0.999989,0.0194632,1,1,0,6.532,1,1,0,1,n_1000/ws_p_0.1_seed_2,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_2/metrics.json
3,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.010185,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_3/metrics.json
3,1000,0.8,ws_p_0.0,1.28804,0.00244033,1.28326,1.29283,2.77259,-1.48455,false,false,scipy_anchored_t2,true,5.92194e-05,0.999996,0.0169444,1,1,0,6.09,1,1,0,1,n_1000/ws_p_0.0_seed_3,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_3/metrics.json
3,1000,0.8,ws_p_0.1,1.23252,0.00375707,1.22516,1.23988,2.77259,-1.54007,false,false,scipy_anchored_t2,true,9.08725e-05,0.99999,0.017211,1,1,0,6.284,1,1,0,1,n_1000/ws_p_0.1_seed_3,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_3/metrics.json
4,1000,0.8,complete,0.1,0.0458052,0.0102234,0.189777,2.77259,-2.67259,false,false,scipy_anchored_t2,true,3.35591e-07,,0.0113712,1,1,0,2,1,1,0,1,n_1000/complete,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_4/metrics.json
4,1000,0.8,ws_p_0.0,1.38713,0.0149929,1.35775,1.41652,2.77259,-1.38546,false,false,scipy_anchored_t2,true,0.000303829,0.999926,0.0173278,1,1,0,6.005,1,1,0,1,n_1000/ws_p_0.0_seed_4,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_4/metrics.json
4,1000,0.8,ws_p_0.1,1.26722,0.00336266,1.26063,1.27381,2.77259,-1.50537,false,false,scipy_anchored_t2,true,8.96607e-05,0.99999,0.0181694,1,1,0,6.332,1,1,0,1,n_1000/ws_p_0.1_seed_4,artifacts/training_metrics_vector/grid_runs/n_1000/q_0p8/seed_4/metrics.json
