seed,num_nodes,signal_quality,topology,beta_gat,beta_gat_se,beta_gat_ci_lower,beta_gat_ci_upper,beta_hst_max,beta_gap,exceeds_hst_bound,convergence_warning,fit_method,fit_success,fit_rmse,fit_r2,train_loss_final,unanimous_reach_consensus_rate,unanimous_correct_consensus_rate,unanimous_wrong_only_consensus_rate,unanimous_mean_first_consensus_t,majority_reach_consensus_rate,majority_correct_consensus_rate,majority_wrong_only_consensus_rate,majority_mean_first_consensus_t,condition_key,metrics_path
0,1000,0.65,complete,3.69243,0.149018,3.40036,3.9845,1.23808,2.45435,true,false,scipy_anchored_t2,true,2.78661e-06,0.999366,0.0172053,1,1,0,2.006,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_0/metrics.json
0,1000,0.65,ws_p_0.0,0.272595,0.00125707,0.270132,0.275059,1.23808,-0.965483,false,false,scipy_anchored_t2,true,0.000875943,0.99977,0.111437,1,1,0,21.315,1,1,0,1,n_1000/ws_p_0.0_seed_0,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_0/metrics.json
0,1000,0.65,ws_p_0.1,0.26004,0.000394569,0.259267,0.260813,1.23808,-0.978039,false,false,scipy_anchored_t2,true,0.000289758,0.999975,0.108585,0.992,0.992,0,24.4375,1,1,0,1,n_1000/ws_p_0.1_seed_0,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_0/metrics.json
1,1000,0.65,complete,4.10028,0.149028,3.80819,4.39237,1.23808,2.8622,true,false,scipy_anchored_t2,true,4.63674e-06,0.99972,0.0180406,1,1,0,2.014,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_1/metrics.json
1,1000,0.65,ws_p_0.0,0.262696,0.000985337,0.260765,0.264627,1.23808,-0.975382,false,false,scipy_anchored_t2,true,0.00071024,0.999847,0.219882,0.987,0.987,0,23.3597,1,1,0,1,n_1000/ws_p_0.0_seed_1,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_1/metrics.json
1,1000,0.65,ws_p_0.1,0.261413,0.00066017,0.260119,0.262707,1.23808,-0.976666,false,false,scipy_anchored_t2,true,0.00048039,0.999931,0.175705,0.992,0.992,0,24.3125,1,1,0,1,n_1000/ws_p_0.1_seed_1,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_1/metrics.json
2,1000,0.65,complete,3.66263,0.149017,3.37056,3.9547,1.23808,2.42455,true,false,scipy_anchored_t2,true,2.47859e-06,0.999328,0.0187027,1,1,0,2.005,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_2/metrics.json
2,1000,0.65,ws_p_0.0,0.265632,0.00105949,0.263556,0.267709,1.23808,-0.972446,false,false,scipy_anchored_t2,true,0.000757713,0.999828,0.10122,0.999,0.999,0,21.8158,1,1,0,1,n_1000/ws_p_0.0_seed_2,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_2/metrics.json
2,1000,0.65,ws_p_0.1,0.259397,0.000609204,0.258203,0.260591,1.23808,-0.978681,false,false,scipy_anchored_t2,true,0.000444065,0.99994,0.0794282,0.986,0.986,0,25.6694,1,1,0,1,n_1000/ws_p_0.1_seed_2,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_2/metrics.json
3,1000,0.65,complete,2.59919,0.148682,2.30778,2.8906,1.23808,1.36111,true,false,scipy_anchored_t2,true,1.46568e-06,0.994357,0.0148548,1,1,0,2.001,1,1,0,1,n_1000/complete,/Users/leo-minhkustermann/Developer/Game Theory Project/artifacts/training_metrics_fair/grid_runs/n_1000/q_0p65/seed_3/metrics.json
